model_name,target_name,horizon,split_name,event_mode,episodes,episode_hits,episode_recall,average_timing_months,median_timing_months,flagged_3m_ahead_share,flagged_6m_ahead_share,avg_false_alarm_months_before_episode,max_false_alarm_streak_before_episode,max_score_in_window
ensemble_current_recession,current_recession,0,expanded_holdout,detect,2,2,1.0,2.0,2.0,,,2.0,4,0.9678230356423292
multivariate_logit_current_recession,current_recession,0,expanded_holdout,detect,2,2,1.0,1.5,1.5,,,2.0,4,1.0
multivariate_logit_within_12m,within_12m,12,expanded_holdout,forecast,2,0,0.0,,,0.0,0.0,0.0,0,9.107517983640674e-05
multivariate_logit_within_3m,within_3m,3,expanded_holdout,forecast,2,0,0.0,,,0.0,0.0,0.0,0,1.9358048508576558e-10
multivariate_logit_within_6m,within_6m,6,expanded_holdout,forecast,2,0,0.0,,,0.0,0.0,0.0,0,0.1450363120569895
regularized_logit_current_recession,current_recession,0,expanded_holdout,detect,2,1,0.5,11.0,11.0,,,0.5,1,0.9539514279156072
regularized_logit_within_12m,within_12m,12,expanded_holdout,forecast,2,0,0.0,,,0.0,0.0,0.0,0,0.295236152455888
regularized_logit_within_3m,within_3m,3,expanded_holdout,forecast,2,0,0.0,,,0.0,0.0,0.0,0,0.040048895632351277
regularized_logit_within_6m,within_6m,6,expanded_holdout,forecast,2,0,0.0,,,0.0,0.0,0.0,0,0.20423929963507784
